Clade,COG,CDS,Total
acI-B,group01037,"AAA023D18.genome.CDS.782,AAA027J17.genome.CDS.1863,AAA027L06.genome.CDS.1335,AAA028A23.genome.CDS.1480,AAA044D11.genome.CDS.1837,AAA278I18.genome.CDS.1493,AB141P03.genome.CDS.1149,acIB-AMD-7.genome.CDS.1459,MEint283.genome.CDS.1242,MEint4252.genome.CDS.1655,TBepi2754.genome.CDS.1428,TBepi3207.genome.CDS.1626,TBepi4208.genome.CDS.1474,TBhypo2152.genome.CDS.1858,TBhypo3463.genome.CDS.2259,TBhypo680.genome.CDS.2097",2
acI-B,group01039,"AAA027J17.genome.CDS.1199,AAA027L06.genome.CDS.2372,AAA028A23.genome.CDS.1137,acIB-AMD-7.genome.CDS.1691",6
acI-B,group01048,"AAA027J17.genome.CDS.1855,AAA027L06.genome.CDS.2317,AAA028A23.genome.CDS.1084,AB141P03.genome.CDS.752,acIB-AMD-6.genome.CDS.1090,bin_7_acI-B2.genome.CDS.3245,MEint4252.genome.CDS.1798,TBepi2057.genome.CDS.1175,TBepi2754.genome.CDS.2238,TBepi3207.genome.CDS.2471,TBepi3207.genome.CDS.1666,TBepi3475.genome.CDS.1222,TBepi3475.genome.CDS.997,TBhypo2152.genome.CDS.1253,TBhypo3463.genome.CDS.2077,TBhypo680.genome.CDS.1485",2
acI-B,group01052,"AAA027J17.genome.CDS.1171,AAA027L06.genome.CDS.2399,AAA044D11.genome.CDS.2308,acIB-AMD-7.genome.CDS.435,bin_7_acI-B2.genome.CDS.2118,bin_7_acI-B2.genome.CDS.3300,bin_7_acI-B2.genome.CDS.3367,TBepi2057.genome.CDS.1354,TBhypo3838.genome.CDS.964,TBhypo680.genome.CDS.2523",3
acI-B,group01055,"AAA027J17.genome.CDS.1504,AAA027L06.genome.CDS.2153,AAA028A23.genome.CDS.1204,AAA044D11.genome.CDS.2188,AAA278I18.genome.CDS.1179,acIB-AMD-6.genome.CDS.236,MEint283.genome.CDS.377,MEint4252.genome.CDS.1320,TBepi2754.genome.CDS.2148,TBepi3207.genome.CDS.1283,TBepi3475.genome.CDS.1007,TBepi4208.genome.CDS.1770,TBhypo3463.genome.CDS.1374,TBhypo680.genome.CDS.2014",20
acI-B,group01073,"AAA023D18.genome.CDS.979,AAA027J17.genome.CDS.1376,AAA027L06.genome.CDS.1901,AAA044D11.genome.CDS.2119,AAA278I18.genome.CDS.1232,bin_7_acI-B2.genome.CDS.2476,bin_7_acI-B2.genome.CDS.2976,bin_7_acI-B2.genome.CDS.3494,bin_7_acI-B2.genome.CDS.4055,TBepi2057.genome.CDS.1974,TBepi2754.genome.CDS.2363,TBepi3207.genome.CDS.1668,TBepi3207.genome.CDS.2451,TBhypo2152.genome.CDS.1067,TBhypo3463.genome.CDS.1610,TBhypo3838.genome.CDS.532,TBhypo680.genome.CDS.2295",28
acI-B,group01075,"AAA027J17.genome.CDS.1231,AAA027L06.genome.CDS.2234,AAA028A23.genome.CDS.1590,AAA044D11.genome.CDS.1518,AAA278I18.genome.CDS.1337,AB141P03.genome.CDS.1336,MEint283.genome.CDS.1039,MEint283.genome.CDS.1528,MEint4252.genome.CDS.1680,TBepi3475.genome.CDS.1688,TBepi4208.genome.CDS.1736",8
acI-B,group01090,"AAA027J17.genome.CDS.1206,AAA027L06.genome.CDS.2365,AAA028A23.genome.CDS.1144,AAA044D11.genome.CDS.2274,acIB-AMD-7.genome.CDS.1698,bin_7_acI-B2.genome.CDS.3327,MEint4252.genome.CDS.1941,TBepi2057.genome.CDS.1543,TBepi2754.genome.CDS.2666,TBepi3475.genome.CDS.1489,TBepi4208.genome.CDS.1571,TBhypo2152.genome.CDS.1447,TBhypo680.genome.CDS.1960",3
acI-B,group01097,"AAA023D18.genome.CDS.1352,AAA027J17.genome.CDS.1617,AAA027L06.genome.CDS.1584,AAA028A23.genome.CDS.1641,AAA278I18.genome.CDS.992,acIB-AMD-7.genome.CDS.1926,MEint283.genome.CDS.1334,MEint4252.genome.CDS.1662,TBepi4208.genome.CDS.1021",4
acI-B,group01099,"AAA023D18.genome.CDS.983,AAA027J17.genome.CDS.1185,AAA027L06.genome.CDS.2386,AAA028A23.genome.CDS.1123,AAA044D11.genome.CDS.2036,MEint4252.genome.CDS.1537,TBepi2754.genome.CDS.2756,TBepi3207.genome.CDS.1929,TBhypo3463.genome.CDS.1758,TBhypo680.genome.CDS.2501",3
acI-B,group01103,"AAA027J17.genome.CDS.1324,acIB-AMD-7.genome.CDS.1868,bin_7_acI-B2.genome.CDS.2942,bin_7_acI-B2.genome.CDS.4022",7
acI-B,group01108,"AAA023D18.genome.CDS.921,AAA027J17.genome.CDS.1704,AAA044D11.genome.CDS.2152,AAA044D11.genome.CDS.2062,AAA278I18.genome.CDS.1256,acIB-AMD-7.genome.CDS.1127,bin_7_acI-B2.genome.CDS.2699,MEint4252.genome.CDS.1227,TBepi2754.genome.CDS.1790,TBepi3207.genome.CDS.1778,TBepi3475.genome.CDS.1676,TBepi4208.genome.CDS.1419,TBhypo680.genome.CDS.1916",15
acI-B,group01111,"AAA027J17.genome.CDS.1194,AAA027L06.genome.CDS.2377,AAA028A23.genome.CDS.1132,AAA044D11.genome.CDS.2285,MEint283.genome.CDS.1231,MEint4252.genome.CDS.1951,TBepi2754.genome.CDS.1557,TBepi3207.genome.CDS.1682,TBepi3475.genome.CDS.1278,TBepi4208.genome.CDS.1269,TBhypo3463.genome.CDS.1632,TBhypo680.genome.CDS.1537",5
acI-B,group01114,"AAA027J17.genome.CDS.1087,AAA027L06.genome.CDS.1966,AB141P03.genome.CDS.812,bin_7_acI-B2.genome.CDS.3915,TBepi2754.genome.CDS.1713,TBepi3207.genome.CDS.2438,TBhypo3463.genome.CDS.1959,TBhypo680.genome.CDS.2027",9
acI-B,group01123,"AAA023D18.genome.CDS.1190,AAA027J17.genome.CDS.1943,AAA027L06.genome.CDS.1753,AAA028A23.genome.CDS.1039,AAA044D11.genome.CDS.1463,acIB-AMD-7.genome.CDS.1442,bin_7_acI-B2.genome.CDS.2711,MEint283.genome.CDS.989,MEint4252.genome.CDS.1643,TBepi2754.genome.CDS.1737,TBepi4208.genome.CDS.1236,TBhypo680.genome.CDS.2165",428
acI-B,group01124,"AAA027J17.genome.CDS.1102,bin_7_acI-B2.genome.CDS.2754,TBepi2057.genome.CDS.1616,TBepi3207.genome.CDS.1715,TBepi3475.genome.CDS.1357,TBhypo3463.genome.CDS.1426",1315
acI-B,group01142,"AAA023D18.genome.CDS.951,AAA027J17.genome.CDS.1713,AAA027L06.genome.CDS.1676,AAA044D11.genome.CDS.2014,AAA278I18.genome.CDS.1230,TBepi2754.genome.CDS.2407,TBepi3207.genome.CDS.2354,TBepi3475.genome.CDS.1243,TBepi4208.genome.CDS.1183,TBhypo3463.genome.CDS.1829,TBhypo680.genome.CDS.2125",4
acI-B,group01144,"AAA027J17.genome.CDS.1205,AAA027L06.genome.CDS.2366,AAA028A23.genome.CDS.1143,AAA044D11.genome.CDS.2276,acIB-AMD-7.genome.CDS.1697,bin_7_acI-B2.genome.CDS.3325,MEint283.genome.CDS.1505,MEint4252.genome.CDS.1943,TBepi2057.genome.CDS.1542,TBepi2754.genome.CDS.2664,TBepi3475.genome.CDS.1492,TBepi4208.genome.CDS.1570,TBhypo2152.genome.CDS.1449,TBhypo680.genome.CDS.1962",6
acI-B,group01146,"AAA027J17.genome.CDS.2018,AAA027L06.genome.CDS.1703,MEint4252.genome.CDS.433",2
acI-B,group01149,"AAA023D18.genome.CDS.1191,AAA027J17.genome.CDS.1944,AAA027L06.genome.CDS.1752,AAA028A23.genome.CDS.1040,AAA044D11.genome.CDS.1462,acIB-AMD-7.genome.CDS.1441,MEint283.genome.CDS.990,MEint4252.genome.CDS.1644,TBepi2754.genome.CDS.1738,TBepi4208.genome.CDS.1235,TBhypo680.genome.CDS.2164",607
acI-B,group01158,"AAA027J17.genome.CDS.1357,AAA027L06.genome.CDS.1884,AB141P03.genome.CDS.1279,bin_7_acI-B2.genome.CDS.2299,bin_7_acI-B2.genome.CDS.2804,TBepi2057.genome.CDS.1964,TBepi2754.genome.CDS.1993,TBepi3207.genome.CDS.2255,TBhypo2152.genome.CDS.1870,TBhypo3838.genome.CDS.751",5
acI-B,group01159,"AAA027J17.genome.CDS.1338,AB141P03.genome.CDS.1187,bin_7_acI-B2.genome.CDS.2936,bin_7_acI-B2.genome.CDS.4016,MEint4252.genome.CDS.2011",3
acI-B,group01162,"AAA023D18.genome.CDS.1230,AAA027J17.genome.CDS.1779,AAA027L06.genome.CDS.2203,AAA028A23.genome.CDS.1328,AAA044D11.genome.CDS.1223,AAA278I18.genome.CDS.1659,acIB-AMD-7.genome.CDS.1877,MEint4252.genome.CDS.1879,TBepi2057.genome.CDS.1663,TBepi2754.genome.CDS.1895,TBepi3207.genome.CDS.1724,TBhypo3463.genome.CDS.1692",3
acI-B,group01164,"AAA027L06.genome.CDS.1702,AAA044D11.genome.CDS.2085,AAA278I18.genome.CDS.1278,bin_7_acI-B2.genome.CDS.2857,MEint4252.genome.CDS.1582,TBepi2057.genome.CDS.1288,TBepi2754.genome.CDS.2391,TBepi3207.genome.CDS.1805,TBepi3475.genome.CDS.1352,TBhypo2152.genome.CDS.1484,TBhypo3463.genome.CDS.1905,TBhypo3838.genome.CDS.942,TBhypo680.genome.CDS.2143",9
acI-B,group01165,"AAA027J17.genome.CDS.1281,AAA044D11.genome.CDS.1544,AAA278I18.genome.CDS.1766,acIB-AMD-6.genome.CDS.748,bin_7_acI-B2.genome.CDS.3649,MEint4252.genome.CDS.172,TBepi2057.genome.CDS.1971,TBepi2754.genome.CDS.1674,TBepi3207.genome.CDS.1489,TBepi3475.genome.CDS.1149,TBepi4208.genome.CDS.1148,TBhypo2152.genome.CDS.1024,TBhypo3463.genome.CDS.2008,TBhypo680.genome.CDS.735",8
acI-B,group01166,"AAA023D18.genome.CDS.1239,AAA027J17.genome.CDS.1772,AAA028A23.genome.CDS.1322,AAA044D11.genome.CDS.1213,AAA278I18.genome.CDS.1649,AB141P03.genome.CDS.688,MEint4252.genome.CDS.2206,TBepi2754.genome.CDS.2710,TBepi3207.genome.CDS.2189,TBepi3475.genome.CDS.1942,TBhypo3463.genome.CDS.2017,TBhypo680.genome.CDS.1492,TBhypo680.genome.CDS.1493",1
acI-B,group01168,"AAA027J17.genome.CDS.1164,AAA027L06.genome.CDS.2406,AAA028A23.genome.CDS.1689,AAA044D11.genome.CDS.2332,acIB-AMD-7.genome.CDS.1426,bin_7_acI-B2.genome.CDS.3959,TBepi2057.genome.CDS.1359,TBepi2754.genome.CDS.2288,TBepi3207.genome.CDS.2554,TBepi3475.genome.CDS.1134,TBepi4208.genome.CDS.1690,TBhypo3463.genome.CDS.2421,TBhypo680.genome.CDS.1939",1
acI-B,group01188,"AAA027J17.genome.CDS.403,acIB-AMD-6.genome.CDS.926,bin_7_acI-B2.genome.CDS.3265,bin_7_acI-B2.genome.CDS.3935,TBepi2754.genome.CDS.1718,TBhypo680.genome.CDS.2185",1
acI-B,group01189,"AAA027L06.genome.CDS.1763,AAA028A23.genome.CDS.950,AB141P03.genome.CDS.805,bin_7_acI-B2.genome.CDS.413,TBepi2057.genome.CDS.1277,TBepi2754.genome.CDS.2144,TBepi3475.genome.CDS.1645,TBhypo2152.genome.CDS.1734,TBhypo3838.genome.CDS.73,TBhypo680.genome.CDS.2018",265
acI-B,group01194,"AAA023D18.genome.CDS.953,AAA027J17.genome.CDS.1715,AAA027L06.genome.CDS.1674,AAA044D11.genome.CDS.2012,AAA278I18.genome.CDS.1228,MEint4252.genome.CDS.2296,TBepi4208.genome.CDS.1186",1
acI-B,group01195,"AAA027J17.genome.CDS.1595,AAA027L06.genome.CDS.1544,AAA278I18.genome.CDS.1014,acIB-AMD-7.genome.CDS.1763,MEint283.genome.CDS.1359,MEint4252.genome.CDS.1124,TBepi2057.genome.CDS.1068,TBepi2754.genome.CDS.1390,TBepi4208.genome.CDS.1522,TBhypo2152.genome.CDS.1421,TBhypo3838.genome.CDS.693,TBhypo680.genome.CDS.1875",9
acI-B,group01199,"AAA027J17.genome.CDS.1608,AAA027L06.genome.CDS.1575,acIB-AMD-7.genome.CDS.1935,MEint283.genome.CDS.1342,MEint4252.genome.CDS.1896",7
acI-B,group01208,"AAA027L06.genome.CDS.1761,AAA028A23.genome.CDS.952,AB141P03.genome.CDS.803,TBepi2057.genome.CDS.1279,TBepi2754.genome.CDS.2146,TBepi3475.genome.CDS.1647,TBhypo2152.genome.CDS.1736,TBhypo3838.genome.CDS.538,TBhypo680.genome.CDS.2016",1
acI-B,group01210,"AAA023D18.genome.CDS.920,AAA027J17.genome.CDS.1703,AAA044D11.genome.CDS.2153,AAA278I18.genome.CDS.1257,acIB-AMD-7.genome.CDS.1128,bin_7_acI-B2.genome.CDS.3343,MEint4252.genome.CDS.1226,TBepi3207.genome.CDS.1286,TBhypo3463.genome.CDS.1371",21
acI-B,group01211,"AAA027J17.genome.CDS.1502,AAA027L06.genome.CDS.2155,AAA044D11.genome.CDS.2190,AAA278I18.genome.CDS.1181,MEint283.genome.CDS.1151,MEint4252.genome.CDS.1322,TBepi3207.genome.CDS.1281,TBepi3475.genome.CDS.1005,TBepi4208.genome.CDS.1768,TBhypo3463.genome.CDS.1376",127
acI-B,group01213,"AAA027J17.genome.CDS.1233,AAA027L06.genome.CDS.2232,AAA028A23.genome.CDS.1588,AAA044D11.genome.CDS.1516,AB141P03.genome.CDS.1356,MEint283.genome.CDS.1041,MEint4252.genome.CDS.1678,TBepi3207.genome.CDS.2054,TBepi3475.genome.CDS.1808,TBepi4208.genome.CDS.1351,TBhypo2152.genome.CDS.1225,TBhypo3463.genome.CDS.1952,TBhypo3463.genome.CDS.2179,TBhypo680.genome.CDS.1436",1
acI-B,group01221,"AAA027J17.genome.CDS.1230,AAA027L06.genome.CDS.2235,AAA028A23.genome.CDS.1591,AB141P03.genome.CDS.1337,MEint283.genome.CDS.1038,MEint283.genome.CDS.1527",1
acI-B,group01225,"AAA027L06.genome.CDS.2198,AAA044D11.genome.CDS.1685,AAA278I18.genome.CDS.1887,bin_7_acI-B2.genome.CDS.2133,TBepi4208.genome.CDS.1089,TBhypo2152.genome.CDS.960",97
acI-B,group01230,"AAA023D18.genome.CDS.1143,AAA027J17.genome.CDS.1904,AAA027L06.genome.CDS.1426,AAA028A23.genome.CDS.1354,AAA044D11.genome.CDS.2250,AAA278I18.genome.CDS.1792,bin_7_acI-B2.genome.CDS.2102,bin_7_acI-B2.genome.CDS.3044,TBepi2754.genome.CDS.1552,TBepi2754.genome.CDS.1553,TBepi4208.genome.CDS.1075,TBhypo2152.genome.CDS.1124",55
acI-B,group01231,"acIB-AMD-7.genome.CDS.1296,bin_7_acI-B2.genome.CDS.2635,bin_7_acI-B2.genome.CDS.2865,TBepi3207.genome.CDS.1586,TBepi3475.genome.CDS.1254,TBhypo3463.genome.CDS.1454,TBhypo680.genome.CDS.1707",5
acI-B,group01235,"AAA027J17.genome.CDS.1609,AAA027L06.genome.CDS.1576,acIB-AMD-7.genome.CDS.1934,MEint283.genome.CDS.1341,MEint4252.genome.CDS.1897",7
acI-B,group01236,"AAA027J17.genome.CDS.1176,AAA027L06.genome.CDS.2396,AAA028A23.genome.CDS.1713,AAA044D11.genome.CDS.2304,acIB-AMD-7.genome.CDS.1415,bin_7_acI-B2.genome.CDS.3602,MEint4252.genome.CDS.1153,TBhypo3463.genome.CDS.2462",1
acI-B,group01244,"AAA027J17.genome.CDS.1465,bin_7_acI-B2.genome.CDS.3014,TBepi2754.genome.CDS.2447,TBepi3475.genome.CDS.1799,TBhypo680.genome.CDS.1759",3
acI-B,group01245,"AAA023D18.genome.CDS.1095,AAA027J17.genome.CDS.1537,AAA027L06.genome.CDS.2120,AAA028A23.genome.CDS.1172,AAA044D11.genome.CDS.2170,AAA044D11.genome.CDS.2159,AAA278I18.genome.CDS.1146,acIB-AMD-6.genome.CDS.956,acIB-AMD-7.genome.CDS.1856,bin_7_acI-B2.genome.CDS.2412,bin_7_acI-B2.genome.CDS.3744,TBepi4208.genome.CDS.1210,TBhypo3463.genome.CDS.1591,TBhypo3463.genome.CDS.2117",14
acI-B,group01263,"AAA023D18.genome.CDS.954,AAA027J17.genome.CDS.1716,AAA027L06.genome.CDS.1673,AAA044D11.genome.CDS.2011,AAA278I18.genome.CDS.1227,bin_7_acI-B2.genome.CDS.3874,MEint4252.genome.CDS.2297,TBepi2754.genome.CDS.2513,TBepi3475.genome.CDS.1241,TBepi4208.genome.CDS.1187,TBhypo3463.genome.CDS.2404,TBhypo680.genome.CDS.2477",12
acI-B,group01269,"AAA027J17.genome.CDS.1110,AAA027L06.genome.CDS.2397,AAA028A23.genome.CDS.1712,bin_7_acI-B2.genome.CDS.2471,MEint283.genome.CDS.1478,TBepi2754.genome.CDS.2367,TBhypo680.genome.CDS.2291",2
acI-B,group01277,"AAA027J17.genome.CDS.1227,AAA027L06.genome.CDS.2238,AAA028A23.genome.CDS.1594,MEint283.genome.CDS.1035,MEint283.genome.CDS.1524",12
acI-B,group01279,"AAA027J17.genome.CDS.1131,AAA027L06.genome.CDS.1709,bin_7_acI-B2.genome.CDS.2156,bin_7_acI-B2.genome.CDS.2952,bin_7_acI-B2.genome.CDS.3518,bin_7_acI-B2.genome.CDS.4031,MEint4252.genome.CDS.1480",4
acI-B,group01282,"AAA027J17.genome.CDS.1117,AAA027L06.genome.CDS.1996,AAA044D11.genome.CDS.1398,AAA278I18.genome.CDS.1863,bin_7_acI-B2.genome.CDS.2052,bin_7_acI-B2.genome.CDS.3206,MEint283.genome.CDS.1473,MEint4252.genome.CDS.1354,TBepi2057.genome.CDS.1849,TBepi3207.genome.CDS.1503,TBhypo3463.genome.CDS.1251,TBhypo3838.genome.CDS.780",4
acI-B,group01285,"AAA023D18.genome.CDS.1100,AAA027J17.genome.CDS.1542,AAA027L06.genome.CDS.2115,AAA028A23.genome.CDS.1167,AAA044D11.genome.CDS.2164,AAA278I18.genome.CDS.1141,acIB-AMD-7.genome.CDS.1861,bin_7_acI-B2.genome.CDS.2513,bin_7_acI-B2.genome.CDS.3094,MEint4252.genome.CDS.1220,TBepi3207.genome.CDS.2568,TBepi4208.genome.CDS.1205,TBhypo3463.genome.CDS.2411",5
acI-B,group01299,"AAA027J17.genome.CDS.1391,acIB-AMD-6.genome.CDS.923,bin_7_acI-B2.genome.CDS.2763,TBepi2754.genome.CDS.1722,TBepi2754.genome.CDS.1723,TBhypo680.genome.CDS.2180,TBhypo680.genome.CDS.2179",385
acI-B,group01308,"AAA027J17.genome.CDS.1339,AAA027L06.genome.CDS.1986,bin_7_acI-B2.genome.CDS.2590,MEint4252.genome.CDS.2020,TBepi3207.genome.CDS.1977,TBhypo3463.genome.CDS.1589",6
acI-B,group01311,"AAA023D18.genome.CDS.901,AAA027L06.genome.CDS.2244,AAA027L06.genome.CDS.1600,AAA044D11.genome.CDS.1941,acIB-AMD-7.genome.CDS.1560,bin_7_acI-B2.genome.CDS.2076,bin_7_acI-B2.genome.CDS.2529,bin_7_acI-B2.genome.CDS.2914",24
acI-B,group01314,"AAA027J17.genome.CDS.1200,AAA027L06.genome.CDS.2371,AAA028A23.genome.CDS.1138,acIB-AMD-7.genome.CDS.1692,bin_7_acI-B2.genome.CDS.2426,bin_7_acI-B2.genome.CDS.2616,MEint4252.genome.CDS.2252,TBepi2754.genome.CDS.1566,TBhypo680.genome.CDS.1546",7
acI-B,group01326,"AAA023D18.genome.CDS.914,AAA027J17.genome.CDS.1882,AAA027L06.genome.CDS.1690,AAA044D11.genome.CDS.1396,AAA278I18.genome.CDS.1267,bin_7_acI-B2.genome.CDS.3814,bin_7_acI-B2.genome.CDS.2592,MEint4252.genome.CDS.1356,TBepi3207.genome.CDS.2569,TBhypo2152.genome.CDS.1776,TBhypo3463.genome.CDS.2410",3
acI-B,group01330,"AAA027J17.genome.CDS.1111,AAA027L06.genome.CDS.1976",1
acI-B,group01333,"AAA027J17.genome.CDS.1108,bin_7_acI-B2.genome.CDS.2318,TBepi2754.genome.CDS.2335,TBepi3475.genome.CDS.1457",4
acI-B,group01336,"AAA023D18.genome.CDS.1093,AAA027J17.genome.CDS.1535,AAA027L06.genome.CDS.2122,AAA028A23.genome.CDS.1174,AAA044D11.genome.CDS.2175,AAA278I18.genome.CDS.1148,acIB-AMD-6.genome.CDS.954,acIB-AMD-7.genome.CDS.1854,bin_7_acI-B2.genome.CDS.3949,MEint4252.genome.CDS.1983,TBepi3207.genome.CDS.1383,TBepi3207.genome.CDS.1607,TBepi4208.genome.CDS.1314,TBhypo3463.genome.CDS.1491",13
acI-B,group01345,"AAA027J17.genome.CDS.1107,bin_7_acI-B2.genome.CDS.2319,bin_7_acI-B2.genome.CDS.2881,TBepi2754.genome.CDS.2336,TBepi3475.genome.CDS.1468",6
acI-B,group01365,"AAA023D18.genome.CDS.1447,AAA027J17.genome.CDS.1730,AAA027L06.genome.CDS.1963,AAA028A23.genome.CDS.1282,AAA278I18.genome.CDS.1831,AB141P03.genome.CDS.1292,MEint283.genome.CDS.1263",2
acI-B,group01369,"AAA044D11.genome.CDS.1239,MEint4252.genome.CDS.1890",1
acI-B,group01375,"AAA027J17.genome.CDS.1795,AAA027L06.genome.CDS.2068,AAA027L06.genome.CDS.1897,AAA028A23.genome.CDS.1222,AAA278I18.genome.CDS.1044,acIB-AMD-6.genome.CDS.881,acIB-AMD-7.genome.CDS.1148,bin_7_acI-B2.genome.CDS.3950",5
acI-B,group01387,"AAA027J17.genome.CDS.1392,acIB-AMD-6.genome.CDS.924,bin_7_acI-B2.genome.CDS.2762,TBepi2754.genome.CDS.1721,TBhypo680.genome.CDS.2181",10
acI-B,group01394,"AAA023D18.genome.CDS.993,AAA027J17.genome.CDS.1358",3
acI-B,group01404,"AAA023D18.genome.CDS.977,AAA027J17.genome.CDS.1374,AAA027L06.genome.CDS.1900,AAA044D11.genome.CDS.1387,MEint4252.genome.CDS.1365",4
acI-B,group01406,"AAA027L06.genome.CDS.1506,AB141P03.genome.CDS.1364,acIB-AMD-6.genome.CDS.603,acIB-AMD-7.genome.CDS.1339,MEint283.genome.CDS.1314,MEint4252.genome.CDS.1481,TBepi2754.genome.CDS.2381",80
acI-B,group01408,"AAA023D18.genome.CDS.1097,AAA027J17.genome.CDS.1539,AAA027L06.genome.CDS.2118,AAA028A23.genome.CDS.1170,AAA044D11.genome.CDS.2168,AAA278I18.genome.CDS.1144,acIB-AMD-7.genome.CDS.1858,MEint4252.genome.CDS.1216,TBepi3207.genome.CDS.2562,TBepi4208.genome.CDS.1201,TBhypo3463.genome.CDS.1947,TBhypo3463.genome.CDS.2417",1
acI-B,group01409,"AAA027J17.genome.CDS.1132,AAA027L06.genome.CDS.1708,AAA278I18.genome.CDS.1899",3
acI-B,group01414,"AAA023D18.genome.CDS.975,AAA027J17.genome.CDS.1371,AAA027L06.genome.CDS.1892,MEint4252.genome.CDS.1636,MEint4252.genome.CDS.456",3
acI-B,group01416,"AAA027J17.genome.CDS.1322,acIB-AMD-7.genome.CDS.1866",3
acI-B,group01418,"AAA023D18.genome.CDS.931,AAA278I18.genome.CDS.1239,acIB-AMD-7.genome.CDS.1671,MEint283.genome.CDS.1165,TBepi3207.genome.CDS.2353,TBhypo3463.genome.CDS.1828",4
acI-B,group01443,"acIB-AMD-7.genome.CDS.1050,bin_7_acI-B2.genome.CDS.3897,MEint283.genome.CDS.1383,TBepi3207.genome.CDS.1604,TBepi3475.genome.CDS.1482",1
acI-B,group01453,"AAA023D18.genome.CDS.918,AAA027J17.genome.CDS.1701,AAA044D11.genome.CDS.2151,AAA278I18.genome.CDS.1259,bin_7_acI-B2.genome.CDS.2581,MEint4252.genome.CDS.2059,TBepi4208.genome.CDS.1417",1
acI-B,group01456,"AAA044D11.genome.CDS.1390,AAA278I18.genome.CDS.1247,acIB-AMD-6.genome.CDS.962,acIB-AMD-7.genome.CDS.1117,acIB-AMD-7.genome.CDS.1912,acIB-AMD-7.genome.CDS.1708,MEint4252.genome.CDS.1362,TBepi4208.genome.CDS.1512,TBhypo2152.genome.CDS.1864",649
acI-B,group01460,"AAA023D18.genome.CDS.1099,AAA027J17.genome.CDS.1541,AAA027L06.genome.CDS.2116,AAA028A23.genome.CDS.1168,AAA044D11.genome.CDS.2166,AAA278I18.genome.CDS.1142,acIB-AMD-7.genome.CDS.1860,MEint4252.genome.CDS.1218,TBepi3207.genome.CDS.2012,TBepi4208.genome.CDS.1203,TBhypo3463.genome.CDS.1560",11
acI-B,group01461,MEint4252.genome.CDS.1312,131
acI-B,group01474,"AAA023D18.genome.CDS.1260,AAA027J17.genome.CDS.1397,AAA028A23.genome.CDS.1307,AB141P03.genome.CDS.703,MEint283.genome.CDS.1205",11
acI-B,group01478,"AAA027J17.genome.CDS.1091,AAA027L06.genome.CDS.1969,AB141P03.genome.CDS.818",2
acI-B,group01479,"AAA027J17.genome.CDS.1093,AAA027L06.genome.CDS.1970,AAA044D11.genome.CDS.1692,AAA278I18.genome.CDS.1873,AB141P03.genome.CDS.819",6
acI-B,group01496,"AAA278I18.genome.CDS.1244,AAA278I18.genome.CDS.1245,AB141P03.genome.CDS.1185,MEint283.genome.CDS.1467,MEint4252.genome.CDS.1860,TBepi2057.genome.CDS.1133",5
acI-B,group01499,"AAA023D18.genome.CDS.351,AAA027J17.genome.CDS.1540,AAA027L06.genome.CDS.2117,AAA028A23.genome.CDS.1169,AAA044D11.genome.CDS.2167,AAA278I18.genome.CDS.1143,acIB-AMD-7.genome.CDS.848,MEint4252.genome.CDS.1217,TBepi4208.genome.CDS.1202,TBhypo3463.genome.CDS.1594",3
acI-B,group01501,"AAA027J17.genome.CDS.1794,AAA028A23.genome.CDS.1223,AAA044D11.genome.CDS.2042,AAA278I18.genome.CDS.1045,acIB-AMD-6.genome.CDS.882,acIB-AMD-7.genome.CDS.1147,bin_7_acI-B2.genome.CDS.3951,MEint4252.genome.CDS.1543",10
acI-B,group01503,"AAA023D18.genome.CDS.1373,AAA027L06.genome.CDS.2169,AAA278I18.genome.CDS.1609,acIB-AMD-6.genome.CDS.1030,TBepi2754.genome.CDS.1492,TBepi3207.genome.CDS.1404,TBhypo2152.genome.CDS.1323,TBhypo3463.genome.CDS.1857,TBhypo680.genome.CDS.1696",6
acI-B,group01513,"AAA027J17.genome.CDS.865,MEint283.genome.CDS.1238,TBepi3475.genome.CDS.1058",1
acI-B,group01527,"AAA023D18.genome.CDS.1020,AAA027L06.genome.CDS.1272,AAA028A23.genome.CDS.972,AB141P03.genome.CDS.787,AB141P03.genome.CDS.835,acIB-AMD-7.genome.CDS.1871",1
acI-B,group01542,"AAA023D18.genome.CDS.919,AAA027J17.genome.CDS.1702,AAA044D11.genome.CDS.2154,AAA278I18.genome.CDS.1258,acIB-AMD-7.genome.CDS.1129,MEint4252.genome.CDS.1225",3570
acI-B,group01543,"AAA027J17.genome.CDS.1320,acIB-AMD-7.genome.CDS.1864,bin_7_acI-B2.genome.CDS.3789,TBepi2754.genome.CDS.1767,TBhypo680.genome.CDS.2327",15
acI-B,group01545,"AAA023D18.genome.CDS.926,AAA027J17.genome.CDS.1710,AAA027L06.genome.CDS.1683,AAA278I18.genome.CDS.1251,acIB-AMD-6.genome.CDS.957,acIB-AMD-7.genome.CDS.1122,acIB-AMD-7.genome.CDS.1907,TBepi3207.genome.CDS.2078,TBepi4208.genome.CDS.1208",10
acI-B,group01557,"AAA044D11.genome.CDS.1578,MEint4252.genome.CDS.2223,TBepi4208.genome.CDS.1352",3
